"5cd94760-c52a-012f-bcd4-3c075448cc4b",25776,"Maps of North America.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",591,"http://digitalcollections.nypl.org/collections/5cd94760-c52a-012f-bcd4-3c075448cc4b"
"45013f40-c555-012f-c94a-3c075448cc4b",25794,"Billy Rose Theatre Division scrapbooks","","","","","","","","","","","","","","text | still image","Scrapbooks","","","","","","","","","","","","","",13,"http://digitalcollections.nypl.org/collections/45013f40-c555-012f-c94a-3c075448cc4b"
"35301010-c58d-012f-1196-58d385a7bc34",25795,"American popular songs.","","","","","","","","","","","","","","notated music","Sheet music covers | Sheet music","","","","","","","","","","","","","",4725,"http://digitalcollections.nypl.org/collections/35301010-c58d-012f-1196-58d385a7bc34"
"31f99010-c59f-012f-3027-58d385a7bc34",25799,"Yaddo records","","Yaddo (Artists colony)s colony) | Yaddo (Artist’s colony) | Artist colonies",1870,1870,1980,"English","","","","Yaddo (Artist’s colony) | Artist colonies","United States","","","text | still image","Archival materials | Documents | Correspondence | Photographs","b15804557","","MssCol 4795","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/31f99010-c59f-012f-3027-58d385a7bc34"
"a1a9d830-c5a6-012f-00ec-58d385a7bc34",25800,"Maps of New York City and State","","","","","","","","","","","","","","cartographic","Atlases | Maps","","","","","","","","","","","","","",1464,"http://digitalcollections.nypl.org/collections/a1a9d830-c5a6-012f-00ec-58d385a7bc34"
"a71baeb0-c5b2-012f-595e-58d385a7bc34",25805,"New York Public Library Visual Materials","","New York Public Library",1875,1875,"","","NYPL Archives Record Group 10 consists of visual materials that document New York Public Library buildings, programs, staff and predecessor institutions from 1875 to the present. Formats include photoprints, negatives, transparencies, albums, drawings, prints and postcards. Major subjects include the Astor Library, the N.Y.P.L. Branch Libraries, celebrations, construction of the landmark Central Building on Fifth Avenue, the Croton Reservoir, exhibits, the free criculating libraries of New York City, individuals associated with the Library, the Lenox Library, the N.Y.P.L. Research Libraries, staff organizations, parades in front of the Central Building, and activities during World War I and World War II. There are also photographs of children's activities in the branch libraries taken by Lewis Hine for the Child Welfare Exhibit of 1911. The photographs were taken in three boroughs of New York City: Manhattan, the Bronx, and Staten Island.","","","New York Public Library","","","","mixed material","Photographs | blueprints | prints | Transparencies | Drawings","b11524053","","MssArc RG10 5928","","","","","","","","","","",1224,"http://digitalcollections.nypl.org/collections/a71baeb0-c5b2-012f-595e-58d385a7bc34"
"a0108230-c5b9-012f-ed50-58d385a7bc34",25808,"Children's book illustrations","","","","","","","","","","","","","","still image","Illustrations","","","","","","","","","","","","","",5,"http://digitalcollections.nypl.org/collections/a0108230-c5b9-012f-ed50-58d385a7bc34"
"507f3140-c5bb-012f-2213-58d385a7bc34",25809,"Robinson Locke Collection, 1870-1920.","Robinson Locke Collection of Dramatic Scrapbooks.","Locke, Robinson (1856-1920)",1870,1870,1920,"","","General Note: The Robinson Locke Collection consists of dramatic scrapbooks and portfolios containing clippings, programs, photographs, prints, and letters documenting American theater history.","","","","","","mixed material","Photographs | Programs | Clippings | Scrapbooks","b14635247","","*T-MSS 1924-001","","","","","","NYPW93-A320","","","","",26,"http://digitalcollections.nypl.org/collections/507f3140-c5bb-012f-2213-58d385a7bc34"
"c2628420-c5bc-012f-cb3c-58d385a7bc34",25810,"Robert Brewster Stanton papers, 1851-1960, bulk (1890-1950)","","Stanton, Robert Brewster (1846-1922)",1851,1851,1960,"","","","","","","","","mixed material","Diaries | photographs | Maps | field notes","b11343714","","MssCol 2860","","","","","","NYPW89-A633","10.2 linear feet (19 boxes, 5 v., 9 packages, map folders)","","","",70,"http://digitalcollections.nypl.org/collections/c2628420-c5bc-012f-cb3c-58d385a7bc34"
"918b8b20-c5bd-012f-3635-58d385a7bc34",25811,"Wonders: Images of the Ancient World","","","","","","","","","Civilization, Ancient","","","","","still image","clippings | Prints | Illustrations | Photographs","","","","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/918b8b20-c5bd-012f-3635-58d385a7bc34"
"954eecd0-c5bf-012f-9413-58d385a7bc34",25812,"Samuel J. Tilden papers","","Tilden, Samuel J. (Samuel Jones), 1814-1886 | New York Public Library | Tammany Hall",1794,1794,1886,"English","","Ownership and Custodial History Note: MSS 86M75","","New York Public Library | Tammany Hall | Tilden, Samuel J. (Samuel Jones), 1814-1886","","","","text","Documents | Correspondence | personal papers","b11652246","","MssCol 2993","","","","","","NYPW92-A241","49.4 linear feet (99 boxes, 13 v.)","","","",1563,"http://digitalcollections.nypl.org/collections/954eecd0-c5bf-012f-9413-58d385a7bc34"
"3acb82b0-c5c2-012f-ae84-58d385a7bc34",25814,"Holiday postcards","","","","","","","","","Holidays | Birthdays","","","","","still image","Postcards","","","","","","","","","","","","","",3,"http://digitalcollections.nypl.org/collections/3acb82b0-c5c2-012f-ae84-58d385a7bc34"
"be18f080-c5c6-012f-fc40-58d385a7bc34",25816,"Bookbinding : books bequeathed by William Augustus Spencer.","","",1880,1880,1910,"","","","Bookbinding","","","","","three dimensional object","Bookbinding","","","","","","","","","","","","","",704,"http://digitalcollections.nypl.org/collections/be18f080-c5c6-012f-fc40-58d385a7bc34"
"a398f150-c5c8-012f-4c72-58d385a7bc34",25817,"Circle in the Square papers","","Circle in the Square (Organization : New York, N.Y.)",1906,1906,2004,"English","Documenting the history of the Off-Broadway theater company Circle in the Square and two of its founders, Paul Libin and Theodore Mann, this collection consists of material relating to Circle in the Square's produced works, development material for unproduced works and abandoned projects, correspondence, administrative documents, financial and legal records, personal and office papers belonging to Libin and Mann, photographs, and other material relating to the day-to-day operation of a not-for-profit theatrical company.","","Theaters","Circle in the Square (Organization : New York, N.Y.)","New York (N.Y.)","","","text | still image","Promotional materials | Photographs | technical drawings | Documents | Correspondence | scores","b17055067","","T-Mss 2005-005","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/a398f150-c5c8-012f-4c72-58d385a7bc34"
"d533f0b0-c5ca-012f-d4a0-58d385a7bc34",25818,"Renaissance and medieval manuscripts collection, ca. 850-ca. 1600.","","","","","","","","General Note: Listed in De Ricci, Seymour, Census of Medieval and Renaissance Manuscripts in the United States and Canada. New York. N.Y.: H.W. Wilson, 1935; and Supplement, New York, N.Y.: Bibliographical Society of America, 1962.","","","","","","still image","illuminated manuscripts","b12455533","","","","","","","","NYPW89-A695","","","","",1537,"http://digitalcollections.nypl.org/collections/d533f0b0-c5ca-012f-d4a0-58d385a7bc34"
"07430830-c5d1-012f-bd22-58d385a7bc34",25823,"Pacific pursuits : Postcards","","",1900,1900,1940,"","","","","","","","","still image","postcards","","","","","","","","","","","Postcards","","",619,"http://digitalcollections.nypl.org/collections/07430830-c5d1-012f-bd22-58d385a7bc34"
"4e2cd740-c5d3-012f-4b1a-58d385a7bc34",25825,"Posters : arranged by artists.","","",1893,1893,1924,"","","General Note: Mounted and bound by the New York Public Library, 1935.","","","","","","still image","Posters","b15595684","","3-MDW+++ (Posters: arranged by artists)","","","","","","","10 v.,   57 cm.","","","[New York, etc.,]",2,"http://digitalcollections.nypl.org/collections/4e2cd740-c5d3-012f-4b1a-58d385a7bc34"
"6a373d50-c5d3-012f-a6fb-58d385a7bc34",25826,"Lawrence H. Slaughter Collection of English maps, charts, globes, books and atlases","","",1540,1540,1870,"","","","","","","","","cartographic | still image | text","Maps | Atlases","","","","","","","","","","","","","",1020,"http://digitalcollections.nypl.org/collections/6a373d50-c5d3-012f-a6fb-58d385a7bc34"
"20064220-c5d8-012f-e8c7-58d385a7bc34",25831,"Oscar Lion Collection","","Whitman, Walt, 1819-1892 | Lion, Oscar","","","","English","","General Note: Oscar Lion was a businessman of New York City. Collection consists of Lion's correspondence with Anne Montgomerie Traubel, of Germantown, Pa., relating to personal matters, American poet Walt Whitman, Lion's collection of Whitmaniana, and Traubel's work as an advertising consultant to the Lion Ribbon Company in New York City. Includes a few letters by Lion to others and some miscellaneous papers","","","","","","text","Correspondence | Manuscripts | Scrapbooks","","","","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/20064220-c5d8-012f-e8c7-58d385a7bc34"
"e5462600-c5d9-012f-a6a3-58d385a7bc34",25834,"Farm Security Administration Photographs","","United States. Farm Security Administration","","","","","","","","","","","","still image","Photographs","","","","","","","","","","","Gelatin silver prints","","",2597,"http://digitalcollections.nypl.org/collections/e5462600-c5d9-012f-a6a3-58d385a7bc34"
"41a5a9b0-c5db-012f-d26d-58d385a7bc34",25836,"The New-York City directory, for 1854-1855 : thirteenth publication","New-York City directory, for 1854-1855 : thirteenth publication","",1854,1854,1855,"","","General Note: At foot of title page: Charles R. Rode, 161 Broadway, Late Doggett and Rode. Price eighteen shillings, ($2,25).","","","","","","text","Directories","b15325060","","AZE (New York) 1854/55 c. 2","","","","","","","1-13, [14-25], 26-781, [782-783], 128, 60 24 cm.","","Charles R. Rode","",981,"http://digitalcollections.nypl.org/collections/41a5a9b0-c5db-012f-d26d-58d385a7bc34"
"8af2a3a0-c5df-012f-81b5-58d385a7bc34",25839,"Denkmaeler aus Aegypten und Aethiopien nach den Zeichnungen der von seiner Majestat dem Koenige von Preussen Friedrich Wilhelm IV nach diesen Landern gesendeten und in den Jahren 1842-1845 ausgefuhrten wissenschaftlichen Expedition ...","","Lepsius, Richard (1810-1884)",1849,1849,1856,"","","","Antiquities","","Egypt","","","still image","","b14291191","","*OBKG+++ (Lepsius K. R. Denkmaeler aus Aegypten und Aethiopien)","","","","","","7919134","12 v. ill. (some col.) maps plans ; 79 cm.","","Nicolaische Buchhandlung","Berlin",932,"http://digitalcollections.nypl.org/collections/8af2a3a0-c5df-012f-81b5-58d385a7bc34"
"2600a3f0-c5ec-012f-424e-58d385a7bc34",25844,"Atlases of the United States","","","","","","","","","","","","","","cartographic","Atlases | Maps","","","","","","","","","","","","","",3836,"http://digitalcollections.nypl.org/collections/2600a3f0-c5ec-012f-424e-58d385a7bc34"
"c901a3b0-c5ec-012f-9493-58d385a7bc34",25846,"I. N. Phelps Stokes Collection of American Historical Prints.","","","","","","","","","","","","","","still image","Prints","","","","","","","","","","","","","",755,"http://digitalcollections.nypl.org/collections/c901a3b0-c5ec-012f-9493-58d385a7bc34"
"fc161e40-c5ec-012f-c513-58d385a7bc34",25847,"Automobiles: Manufacturers catalogues.","","","1909",1909,"","","","","Automobiles, Company | Automobiles","","","","","still image","Manufacturer's catalogs","","","3 TOP p.v.43","","","","","","","1 v. : col. ill. ; 23 cm.","","","",1,"http://digitalcollections.nypl.org/collections/fc161e40-c5ec-012f-c513-58d385a7bc34"
"3ba13340-c5ee-012f-c8d6-58d385a7bc34",25849,"Staten Island post cards","","","","","","","","General Note: Postcard categories and title comments in brackets [ ] provided by collector, Catherine Robinson.","","","Staten Island (New York, N.Y.)","","","still image","Postcards","b15279351","","AZ 01-11732","","","","","","","769 postcards :","","","",766,"http://digitalcollections.nypl.org/collections/3ba13340-c5ee-012f-c8d6-58d385a7bc34"
"1fa2d5b0-c5ef-012f-fa0d-58d385a7bc34",25852,"Spezialkarte der Osterreichisch-Ungarischen Monarchie","","Austro-Hungarian Monarchy. Militärgeographisches Institut",1877,1877,1914,"German","","General Note: Relief shown by hachures and spot heights.","","","Maps","","","cartographic","Engravings | Maps","b15888873","","Map Div. 04-336","","","","","","22951454","776 maps ; 38 x 55 cm. or smaller.","","K.u.K. Militargeographisches Institut.","[Vienna]",772,"http://digitalcollections.nypl.org/collections/1fa2d5b0-c5ef-012f-fa0d-58d385a7bc34"
"22f5f390-c5f0-012f-2796-58d385a7bc34",25858,"The Eno collection of New York City views.","","Eno, Amos F. (1836-1915)","","","","","","Citation/References Note: Eno","","","","","","","","","","MEZN Eno","","","","","","","","","","",701,"http://digitalcollections.nypl.org/collections/22f5f390-c5f0-012f-2796-58d385a7bc34"
"7446a6c0-c5f0-012f-41c0-58d385a7bc34",25859,"Hortus Romanus juxta systems Tournefortianum paulo.","Hortus Romanus juxta systems Tournefortianum paulo.","Bonelli, Giorgio (b. 1724) | Martelli, Niccoló (1735-1829)",1772,1772,1793,"","","Statement of Responsibility Note: strictius distributus a Georgio Bonelli ... specierum nomina suppeditante, peditante, praestantiorum quas ipse selegit, adumbrationem dirigente Liberato Sabbati ... adjectis unicuique volumini rariorum platnarum tabulis c. aere incisis.","Plants | Flowers | Medicinal plants | Botany | Botany, Medical","","Italy | Rome","","","still image","Engravings -- Hand-colored","b14444147","","QFD+++ (Bonelli, G. Hortus romanus juxta systema)","","","","","","14081637","8 v. :  chiefly col. ill., ports, 1 folded plan ;  54 cm.","","Sumptibus Bouchard et Gravier","Romae",713,"http://digitalcollections.nypl.org/collections/7446a6c0-c5f0-012f-41c0-58d385a7bc34"
"72f51020-c5f1-012f-00ce-58d385a7bc34",25861,"[Scrap book of Russian bookjackets, 1917-1942].","","",1917,1917,1942,"","","General Note: Mostly Russian bookjackets, except the following: Azerbaijian (v. 7 no. 6); Polish (v. 8 no. 43); Serbian (v.1 no. 65, v. 7  no. 73); Ukrainian (v. 1 no. 76; v. 2 no. 19, 21; v. 4 no. 8, 30, 67; v. 5 no. 44, 69, 72, 75; v.6 no. 22; v. 7 no. 3, 10, 12, 15, 42, 52, 56, 67, 69, 76, 77); Belarusian (v. 5 no. 30 ; v. 7 no. 2, 17, 30).","Book jackets | Avant-garde (Aesthetics)","","Soviet Union","","","still image","Book jackets","b15847829","","*QDZ+++ (Scrap book of Russian bookjackets)","","","","","","53884140","","","[New York :The New York Public Library, 1942]","",1,"http://digitalcollections.nypl.org/collections/72f51020-c5f1-012f-00ce-58d385a7bc34"
"8903b2c0-c5f1-012f-080d-58d385a7bc34",25862,"Portrait collection","","","","","","","","","","","","","","still image","Photographs","","","","","","","","","","25,000 prints.","","","",6,"http://digitalcollections.nypl.org/collections/8903b2c0-c5f1-012f-080d-58d385a7bc34"
"50546ca0-c5f2-012f-d4c9-58d385a7bc34",25863,"Charles Dickens collection of papers","","Dickens, Charles, 1812-1870",1833,1833,1975,"English","This is a synthetic collection consisting of manuscripts, typescripts, correspondence, diaires for 1867 and 1868, notebooks for 1843 through 1870, financial and legal documents, portraits and pictorial works.","Funding Information Note: Creation of collection-level record funded with the generous support of the Gladys Kreible Delmas Foundation.","","Dickens, Charles, 1812-1870","","","","text | still image","Archival materials","b15893398","","Berg Coll MSS Dickens [Text]","","","","","","","1,179 items.","","","",275,"http://digitalcollections.nypl.org/collections/50546ca0-c5f2-012f-d4c9-58d385a7bc34"
"860d5500-c5f2-012f-8260-58d385a7bc34",25864,"Picturesque Palestine, Sinai and Egypt.","","Wilson, Charles William, Sir (1836-1905)",1881,1881,1884,"","","Statement of Responsibility Note: Colonel Wilson, ed.","","","","","","still image | text","Engravings","b10607452","","*PWC+ (Wilson, C. W. Picturesque Palestine, Sinai and Egypt. 1881)","","","","","","NYPG794840631-B","2 v. : ill. : 33 cm., pages : 32 x 24 cm.","","D. Appleton","New York",626,"http://digitalcollections.nypl.org/collections/860d5500-c5f2-012f-8260-58d385a7bc34"
"c8b16940-c5f2-012f-769c-58d385a7bc34",25865,"Wilberforce Eames Babylonian collection.","","","","","","","","","Cuneiform","","","","","three dimensional object","Cuneiform","","","","","","","","","","","","","",435,"http://digitalcollections.nypl.org/collections/c8b16940-c5f2-012f-769c-58d385a7bc34"
"8122ebf0-c5f4-012f-59ef-58d385a7bc34",25870,"Print collection","","","","","","","","","","","","","","still image","Prints","","","","","","","","","","","","","",3,"http://digitalcollections.nypl.org/collections/8122ebf0-c5f4-012f-59ef-58d385a7bc34"
"6c7dc4f0-c5f5-012f-ff48-58d385a7bc34",25872,"The A. G. Spalding Baseball Collection","","Spalding, A. G. (Albert Goodwill)","","","","","","","","","","","","still image","","b13537024","","MFY 01-9000 and MFY+++01-9000","","","","","","38498223","","","","",572,"http://digitalcollections.nypl.org/collections/6c7dc4f0-c5f5-012f-ff48-58d385a7bc34"
"de1dcfb0-c5f6-012f-1dfc-58d385a7bc34",25876,"Atlases of New York City","","","","","","","","","","","","","","cartographic","Maps","","","","","","","","","","","","","",10395,"http://digitalcollections.nypl.org/collections/de1dcfb0-c5f6-012f-1dfc-58d385a7bc34"
"70222fe0-c5f7-012f-be85-58d385a7bc34",25878,"De la bataille judaïque","","Josephus, Flavius | Verard, Antoine, d. ca. 1513","1492",1492,"","French, Old (ca. 842-1300)","","","Jews | History","","","","","text | still image","Books | Early printed books","","","","","","","","","","","","","",534,"http://digitalcollections.nypl.org/collections/70222fe0-c5f7-012f-be85-58d385a7bc34"
"dc853890-c5f7-012f-8020-58d385a7bc34",25879,"Xanten Bible.","","","1294",1294,"","Hebrew","","","","","","","","text","Manuscripts","","","Spencer Collection Heb. Ms. 1","","","","","","","","","","",518,"http://digitalcollections.nypl.org/collections/dc853890-c5f7-012f-8020-58d385a7bc34"
"3e2a4be0-c5f8-012f-8126-58d385a7bc34",25880,"Monuments de l'Égypte et de la Nubie, d'après les dessins exécutés sur les lieux sous la direction de Champollion-le-jeune, et les descriptions autographes qu'il en a rédigées; pub. sous les auspices de M. Guizot et de M. Thiers ... par une commission spéciale. Planches ...","","Champollion, Jean François (1790-1832)",1835,1835,1845,"French","","","Antiquities","","Egypt","","","still image","Lithographs","b14292600","","*OBL+++ (Champollion, J.-F. Monuments de l'Égypte et de la Nubie)","","","","","","6187812","","","Firmin Didot frères","Paris",512,"http://digitalcollections.nypl.org/collections/3e2a4be0-c5f8-012f-8126-58d385a7bc34"
"f48074f0-c5f8-012f-9b20-58d385a7bc34",25882,"The birds of America, from drawings made in the United States and their territories. By John James Audubon","","Audubon, John James (1785-1851)",1840,1840,1844,"English","","","Birds","","North America","","","still image","Prints | Books","b13559627","","QMO (Audubon, J. J. Birds of America. 1840)","","","","","","2208954","","","J.J. Audubon --  J.B. Chevalier","New York -- Philadelphia",506,"http://digitalcollections.nypl.org/collections/f48074f0-c5f8-012f-9b20-58d385a7bc34"
"bc920670-c5f9-012f-63ad-58d385a7bc34",25884,"Traité des arbres et arbustes que l'on cultive en France en pleine terre","Traité des arbres et arbustes que l'on cultive en France en pleine terre","Duhamel du Monceau, M. (1700-1782) | Redouté, Pierre Joseph (1759-1840)",1801,1801,1819,"","","Statement of Responsibility Note: par Duhamel.","Trees | Flowers | Botany | Shrubs","","","","","still image","Stipple engravings","b14485031","","VQS+ (Duhamel du Monceau, H. L. Traite des arbres et arbustes)","","","","","","35000390","7 v. :  498 col. pl. ;  42 cm.","","Chez Didot  ainé ... Miche, ..., Lamy....","Paris",502,"http://digitalcollections.nypl.org/collections/bc920670-c5f9-012f-63ad-58d385a7bc34"
"dc28c570-c5fa-012f-a0fe-58d385a7bc34",25887,"Les liliacées","","Redouté, Pierre Joseph (1759-1840)",1805,1805,1816,"French","","Statement of Responsibility Note: par P.J. Redouté.","Leaves | Flowers | Botany | Lilies","","","","","still image","Prints | Books","b10808712","","*KF+++ 1805 83-7","","","","","","NYPG83-B59490","8 v. : ill. (485 col. plates.) ; 57 x 37 cm.","Stipple engravings","Chez l'Auteur, Impr. de Didot Jeune","Paris",495,"http://digitalcollections.nypl.org/collections/dc28c570-c5fa-012f-a0fe-58d385a7bc34"
"bbec4410-c5fb-012f-2417-58d385a7bc34",25889,"A collection of the dresses of different nations, antient [sic] and modern. Particularly old English dresses; after the designs of Holbein, Vandyke, Hollar and others, with an account of the authorities from which the figures are taken, and some short historical remarks on the subject. To which are added the habits of the principal characters on the English stage.","collection of the dresses of different nations, antient [sic] and modern. Particularly old English dresses; after the designs of Holbein, Vandyke, Hollar and others, with an account of the authorities from which the figures are taken, and some short historical remarks on the subject. To which are added the habits of the principal characters on the English stage.","",1757,1757,1772,"","","","Clothing & dress","","","","","still image","Prints | Books","b14140320","","MMC+ (Collection of the dresses of different nations)","","","","","","","4 v. 480 col. plates. 34 cm.","Engravings","T. Jefferys","London",492,"http://digitalcollections.nypl.org/collections/bbec4410-c5fb-012f-2417-58d385a7bc34"
"ed948d00-c5fb-012f-238b-58d385a7bc34",25890,"The people of India : A series of photographic illustrations, with  descriptive letterpress, of the races and tribes of Hindustan, originally prepared under the authority of the government of India, and reproduced  ...","","Watson, J. Forbes (John Forbes) (1827-1892) | Kaye, John William, Sir (1814-1876) | India Museum",1868,1868,1875,"","","Statement of Responsibility Note: ed. by J. Forbes Watson and John William Kaye.","Indigenous peoples | Manners & customs","","India","","","still image","Photographs | Books","b13409080","","MFY+ 01-9004","","","","","","2675501","8 v. mounted photos. 35 cm.","Albumen prints","India Museum","London",486,"http://digitalcollections.nypl.org/collections/ed948d00-c5fb-012f-238b-58d385a7bc34"
"86ffb4f0-c5fd-012f-d690-58d385a7bc34",25896,"Jerome Robbins Dance Division Photograph files","","","","","","","","","","","","","","still image","Photographs","","","","","","","","","","","","","",9,"http://digitalcollections.nypl.org/collections/86ffb4f0-c5fd-012f-d690-58d385a7bc34"
"46ad2ae0-c5fe-012f-66d0-58d385a7bc34",25899,"Allgemeine Naturgeschichte der Fische. French = Ichtylogie, ou Histoire naturelle : generale et particuliere  des poissons","","Bloch, Marcus Elieser (1723-1799) | Laveaux, J.-Charles (Jean-Charles) (1749-1827)",1785,1785,1797,"French","","Statement of Responsibility Note: par Marc Elieser Bloch.","Fish","","","","","still image","Books | Prints","b13637086","","VRE+++ (Bloch, M. E. Ichtylogie)","","","","","","32042314","12 pts. in 6 v. : ccccxxxii col. pl. ; 49 x 29 cm.","","chez l'auteur; [etc., etc.,]","Berlin",456,"http://digitalcollections.nypl.org/collections/46ad2ae0-c5fe-012f-66d0-58d385a7bc34"
"9a41dd30-c5fe-012f-dd13-58d385a7bc34",25900,"Sheet music of songs from various musicals, plays, movies, and television.","","","","","","","","","","","","","","notated music","Sheet music","","","","","","","","","","","","","",15,"http://digitalcollections.nypl.org/collections/9a41dd30-c5fe-012f-dd13-58d385a7bc34"
"e2b08120-c5fe-012f-5feb-58d385a7bc34",25901,"Voyage de la corvette l'Astrolabe exécuté par ordre du roi, pendant les années 1826-1827-1828-1829, sous le commandement de  M. J. Dumont d'Urville ...","","Dumont d'Urville, Jules-Sébastien-César (1790-1842)","1833",1833,"","French","","","","","","","","still image","Books | Prints | Maps","b13624459","","PQN+++ (Dumont d'Urville, J. S. C. Voyage de la corvette l'Astrolabe)","","","","","","38929520","atlas (6 v.) of diagr., maps, pl. (part col''d), port., fol.","","J. Tastu","Paris",452,"http://digitalcollections.nypl.org/collections/e2b08120-c5fe-012f-5feb-58d385a7bc34"
