"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"bef04ae0-c605-012f-0be4-58d385a7bc34",27292,"Tom Treddlehoyle's Peep at t' Manchester Art-Treasures Exhebishan e 1857; an' uther wunderful things beside, 'at cum in hiz way i' T' City l' Manchester.","","","1857",1857,"","","","","English wit and humor","","","","","","","b14131209","","NCE p.v. 35, no. 1","","","","","","38466342","[1 v.] 12mo.","","","London",1,"http://digitalcollections.nypl.org/collections/bef04ae0-c605-012f-0be4-58d385a7bc34"
"cbdc8ad0-c605-012f-e93c-58d385a7bc34",27315,"The pushcart problem in New York city","","New York (N.Y.). Commissioners of Accounts","1917",1917,"","English","","General Note: Master microform held by: NN.","Peddlers","","New York (State) | New York","","","text","","b14736696","","*ZT-46","","","","","","28464502","9 p. 26 cm.","Microfilms","Brown","[New York]",1,"http://digitalcollections.nypl.org/collections/cbdc8ad0-c605-012f-e93c-58d385a7bc34"
"f4ef8d00-c605-012f-193d-58d385a7bc34",27359,"Rossīĭskago kup︠t︡sa Grigorī︠i︡a Shelekhova stranstvovanīe v 1783 godu iz Okhotska po Vostochnomu okeanu k amerikanskim beregam, s obsto︠i︡atelʹnym uv︠i︡edomlenīem ob otkrytīi novoobr︠i︡etennykh im ostorovov Kyktaka i Afagnaka, i s priobshchenīem opisanī︠i︡a obraza zhizni, nravov, obr︠i︡adov, zhilishch i odezhdʹ tamoshnikh narodov, pokorivshikhs︠i︡a pod Rossīĭsku︠i︡u derzhavu, takzhe klimat, godovy︠i︡a peremeny, zveri, domashnī︠i︡a zhivotny︠i︡a, ryby, pti︠t︡sy, zemny︠i︡a proizrastanī︠i︡a i mnogīe drugīe l︠i︡ubopytnye predmety tam nakhod︠i︡ashchīes︠i︡a, chto vse verno i tochno opisano im samim, s chertezhem i so izobrazhenīem samogo morekhod︠t︡sa i naĭdenykh im dikikh l︠i︡udeĭ","Rossīĭskago kup︠t︡sa Grigorī︠i︡a Shelekhova stranstvovanīe v 1783 godu iz Okhotska po Vostochnomu okeanu k amerikanskim beregam, s obsto︠i︡atelʹnym uv︠i︡edomlenīem ob otkrytīi novoobr︠i︡etennykh im ostorovov Kyktaka i Afagnaka, i s priobshchenīem opisanī︠i︡a obraza zhizni, nravov, obr︠i︡adov, zhilishch i odezhdʹ tamoshnikh narodov, pokorivshikhs︠i︡a pod Rossīĭsku︠i︡u derzhavu, takzhe klimat, godovy︠i︡a peremeny, zveri, domashnī︠i︡a zhivotny︠i︡a, ryby, pti︠t︡sy, zemny︠i︡a proizrastanī︠i︡a i mnogīe drugīe l︠i︡ubopytnye predmety tam nakhod︠i︡ashchīes︠i︡a, chto vse verno i tochno opisano im samim, s chertezhem i so izobrazhenīem samogo morekhod︠t︡sa i naĭdenykh im dikikh l︠i︡udeĭ","Shelikhov, G. I. (Grigoriĭ Ivanovich), 1747-1795",1791,1791,1792,"Russian","","General Note: Vol 2 has title: Rossīĭskago kup︠t︡sa Grigorī︠i︡a Shelekhova prodolzhenīe stranstvovanī︠i︡a po Vostochnomu okeanu k amerikanskim beregam v 1788 godu ... Vo grad︠i︡e Sv︠i︡atago Petra, Izhdivenīem V.S., 1792 goda.","","","Alaska | Aleutian Islands (Alaska) | Kuril Islands (Russia)","","","text | still image | cartographic","Books","b16033833","","Slav. Reserve (Shelekhov, G. Stranstvovanie)","","","","","","54213003","2 v. in 1. illus., fold. map. 17 cm.","","Izhdivenīem V.S.","V Sanktpeterburg︠i︡e",1,"http://digitalcollections.nypl.org/collections/f4ef8d00-c605-012f-193d-58d385a7bc34"
"f6f45fa0-c605-012f-a910-58d385a7bc34",27361,"Gomerova Iliada","","Homer | Kostrov, Ermil Ivanovich (ca. 1750-1796)","1787",1787,"","","","Statement of Responsibility Note: perevedenna︠i︡a Ermilom Kostrovym.","","","","","","","","b11605964","","Slav. Reserve 92-4185","","","","","","NYPX92-B3609","[1] leaf of plates, [6], 210 p. : port. ; 26 cm.","","","Vo gradie S. Petra [Saint Petersburg (Russia)]",1,"http://digitalcollections.nypl.org/collections/f6f45fa0-c605-012f-a910-58d385a7bc34"
"f7ec0680-c605-012f-9f7e-58d385a7bc34",27362,"Dictionnaire de physique: dédié a Monseigneur le duc de Berry","","Paulian, Aimé-Henri, 1722-1801","1761",1761,"","French","","","Physics | French","","","","","still image | text","Encyclopedias & dictionaries","b13019766","","F-10 7228","","","","","","2415039","3 v. illus. 27 cm","","L. Chambeau","Avignon",1,"http://digitalcollections.nypl.org/collections/f7ec0680-c605-012f-9f7e-58d385a7bc34"
"fb4d83e0-c605-012f-51ff-58d385a7bc34",27370,"Optice, sive, De reflexionibus, refractionibus, inflexionibus & coloribus lucis, libri tres","","Newton, Isaac, Sir, 1642-1727","1719",1719,"","Latin","","Statement of Responsibility Note: authore Isaaco Newton ; Latine reddidit Samuel Clarke.","Optics | Early works to 1800","","","","","text | still image","rare books","b13738155","","PEB (Newton, I. Optice: sive, de reflexionibus. 1719)","","","","","","35477012","xi, 415 p,, [11] folded leaves of plates : ill. ; 23 cm.","Scientific illustrations","Gul. & Joh. Innys","Londini",1,"http://digitalcollections.nypl.org/collections/fb4d83e0-c605-012f-51ff-58d385a7bc34"
"fd947f00-c605-012f-8dfb-58d385a7bc34",27377,"An elegiac poem, on the death of that celebrated divine, and eminent servant of Jesus Christ, the Reverend and learned George Whitefield","","Wheatley, Phillis, 1753-1784 | Whitefield, George, 1714-1770","1770",1770,"","English","","General Note: An elegiac poem, on the death of that celebrated divine, and eminent servant of Jesus Christ, the Reverend and learned George Whitefield, chaplain to the Right Honourable the Countess of Huntingdon, &c. &c., who made his exit from this transitory state, to dwell in the celestial realms of bliss, on Lord's-day, 30th of September, 1770, when he was seiz'd with a fit of the asthma, at Newbury-Port, near Boston, New-England. In which is a condolatory address to his truly noble benefactress the worthy and pious Lady Huntingdon; and the orphan-children in Georgia, who, with many thousands are left, by the death of this great man, to lament the loss of a father, friend, and benefactor. By Phillis, a servant girl, of 17 years of age, belonging to Mr. J. Wheatley, of Boston:--She has been but 9 years in this country from Africa.","Poetry | Black authors | American poetry | African American authors","Whitefield, George, 1714-1770","","","","text","Poetry","b14523220","","*KD 1770 (Wheatley, P. Elegiac poem, on the death of that celebrated divine, and eminent servant of Jesus Christ, the Reverend and learned George Whitefield)","","","","","","4336444","8 p. 19.5 cm.","","Printed and sold by Ezekiel Russell, in Queen-street, and John Boyles, in Marlboro'-street","Boston",1,"http://digitalcollections.nypl.org/collections/fd947f00-c605-012f-8dfb-58d385a7bc34"
"02fcc630-c606-012f-55d3-58d385a7bc34",27382,"Bobby Shuttle un his woife Sayroh's visit to Manchester, un to th' greight Hert Treasures Eggshibishun, at Owd Trafford. Written for Bobby hissel by th' editor oth ""Bowton Luminary"" ...","","Staton, James Taylor, 1816-1875","1857",1857,"","English","","","English wit and humor","","","","","text","Pamphlets","b14148026","","NCE p.v. 35, no. 3","","","","","","41373731","80 p. 12mo.","","J. Heywood","Manchester",1,"http://digitalcollections.nypl.org/collections/02fcc630-c606-012f-55d3-58d385a7bc34"
"069e1f10-c606-012f-32a3-58d385a7bc34",27389,"The Opal","","",1852,1852,1856,"","","General Note: Edited by the patients of the asylum.","Mental institutions","","","","","text | still image","","b15082355","","*DA (Opal)","","","","","","1605097","10 v. : ill. ; 23 cm.","","State Lunatic Asylum","Utica, N.Y.",1,"http://digitalcollections.nypl.org/collections/069e1f10-c606-012f-32a3-58d385a7bc34"
"086c27a0-c606-012f-57ad-58d385a7bc34",27393,"Narrative of the life of Frederick Douglass : an American slave","","Douglass, Frederick (1818-1895 ) | Douglass, Frederick, 1818-1895","1845",1845,"","","","Statement of Responsibility Note: written by himself.","African American abolitionists","Douglass, Frederick, 1818-1895","","","","","","b11759156","","Sc Rare B-Douglass (Douglass, F. Narrative of the life of Frederick Douglass. Dublin: 1845)","","","","","","","xvi, 128 p. : port. ; 20 cm.","","Webb and Chapman","Dublin",1,"http://digitalcollections.nypl.org/collections/086c27a0-c606-012f-57ad-58d385a7bc34"
"2620f480-c606-012f-11f8-58d385a7bc34",27450,"Acropolis of Athens, illustrated picturesquely and architecturally in photography","","Stillman, William James, 1828-1901 | Acropolis (Athens, Greece)","1870",1870,"","English","","Statement of Responsibility Note: by William J. Stillman.","","Acropolis (Athens, Greece)","","","","still image | text","Photographs","b13951709","","MFZ (Stillman) 96-4204","","","","","","11031053","2 p. ℓ., 25 mounted pl. 54 cm. | 2 p. {190}., ; 25 mounted pl. 54 cm.","Albumen prints","F.S. Ellis","London",1,"http://digitalcollections.nypl.org/collections/2620f480-c606-012f-11f8-58d385a7bc34"
"35cd7c20-c606-012f-4345-58d385a7bc34",27481,"Pastorals","","Bloemaert, Cornelis (1603-1692) | Bloemaert, Abraham (1564-1651)",1627,1627,1630,"","","","","","","","","still image","Prints","","","MEPC+","","","","","","","10.9 x 15.7 cm ; paper / sheet: 16.5 x 22.4 cm","Etchings","","",1,"http://digitalcollections.nypl.org/collections/35cd7c20-c606-012f-4345-58d385a7bc34"
"4bee21a0-c606-012f-0947-58d385a7bc34",27517,"PM: an intimate journal for advertising production managers, art directors and their associates","Production manager","",1934,1934,"","English","","","Printing | Book industries and trade | Advertising","","","","","still image | text","Periodicals","b15481081","","*KSD 05-1","","","","","","","v. ill. (incl. ports., part col.) 21 cm","","PM Pub. Co.","New York",1,"http://digitalcollections.nypl.org/collections/4bee21a0-c606-012f-0947-58d385a7bc34"
"6aefc270-c606-012f-0f4e-58d385a7bc34",27552,"Beschryving van de plechtigheden nevens de lofdichten en gebeden : uitgesproken op het eerste jubelfeest van de synagogue der Portugeesche joodsche gemeente, op de savane in der colonie Suriname : genaamd zegen ev vrede, op den 12den van Wynmaand des jaars MDCCLXXXV.","","","1785",1785,"","","","General Note: Schiff Collection","Jews","","Suriname","","","","","b15988335","","**P (Liturgy and ritual. Occasional prayers. 1785)","","","","","","NYPH04-B379","38, 9 p. ; 21 cm.","","Hendrik Willem en Cornelis Dronsberg","Amsterdam",1,"http://digitalcollections.nypl.org/collections/6aefc270-c606-012f-0f4e-58d385a7bc34"
"76919760-c606-012f-6800-58d385a7bc34",27567,"The Exhibitor.","","","","","","","","General Note: Some issues include separately paged sections: Better management, Physical theatre, extra profits; Review; Servisection.","","","","","","","","b15186618","","MFLA+ (Exhibitor. New York state edition)","","","","","","Z070000119","52 v. : ill. ; 32 cm.","","J. Emanuel Publications","Philadelphia",1,"http://digitalcollections.nypl.org/collections/76919760-c606-012f-6800-58d385a7bc34"
"77123600-c606-012f-1e5f-58d385a7bc34",27568,"The Idler magazine.","","Barr, Robert, 1850-1912 | Jerome, Jerome K. (Jerome Klapka), 1859-1927",1892,1892,1896,"English","","General Note: An illustrated monthly.","","","","","","text | still image","Periodicals","b15093559","","*DA (Idler) Library has: v. 1-8 (Fe 1892-Jan. 1896)","","","","","","5899851","8 v. : ill. ; 25 cm.","","Chatto & Windus","London",1,"http://digitalcollections.nypl.org/collections/77123600-c606-012f-1e5f-58d385a7bc34"
"77ba9d00-c606-012f-2348-58d385a7bc34",27570,"The birds of Great Britain","","Gould, John (1804-1881)",1862,1862,1873,"","","General Note: Davidson (1988) 2-28","","","","","","still image","Prints | Books","b14484973","","Stuart 586-590","","","","","","4275233","5 v. fol.","Lithographs","J. Gould","London",382,"http://digitalcollections.nypl.org/collections/77ba9d00-c606-012f-2348-58d385a7bc34"
"78884cc0-c606-012f-e585-58d385a7bc34",27572,"Artes y letras","","",1933,1933,1939,"Spanish","","General Note: Monthly (many issues combined).","","","","","","still image | text","Periodicals","b10360070","","JFM 76-97","","","","","","NYPG764209500-S","7 v. in 2. illus. 30 cm.","","","New York",2,"http://digitalcollections.nypl.org/collections/78884cc0-c606-012f-e585-58d385a7bc34"
"9dc06700-c606-012f-6172-58d385a7bc34",27609,"Loie Fuller notebooks and letters, 1907-1911.","","Russell, Henry | Fuller, Loie (1862-1928)",1907,1907,1911,"","","General Note: Treasures of the American Performing Arts, 1875-1923","Correspondence","","","","","still image","","b12364107","","(S) *MGZMD 121","","","","","","NYPY99-A0","","","","",1,"http://digitalcollections.nypl.org/collections/9dc06700-c606-012f-6172-58d385a7bc34"
"a7adf170-c606-012f-0e84-58d385a7bc34",27615,"Opportunity: the salesman's guide","","",1927,1927,1954,"English","","Numbering Peculiarities Note: Vol. 39, no. 13, Apr. 1943 incorrectly called v. 35, no. 6.","Selling","","United States","","","text | still image","Periodicals","b12379914","","TMA+ (Opportunity)","","","","","","33912811","v. illus. 32 cm.","","Opportunity Pub. Co.","Chicago",1,"http://digitalcollections.nypl.org/collections/a7adf170-c606-012f-0e84-58d385a7bc34"
"b3d795d0-c606-012f-389f-58d385a7bc34",27625,"Cartoons of our war with Spain","","Nelan, Charles, approximately 1859-1904","1898",1898,"","English","","","Spanish-American War, 1898 | Caricatures and cartoons","","United States","","","still image","Cartoons (Commentary)","b12711025","","ILG+ (Nelan, C. Cartoons of our war with Spain)","","","","","","","1 v. (unpaged) illus.","","Stokes","New York",1,"http://digitalcollections.nypl.org/collections/b3d795d0-c606-012f-389f-58d385a7bc34"
"c9a3e890-c606-012f-2d5a-58d385a7bc34",27643,"La Lumière électrique","","",1879,1879,1894,"French","","General Note: ""Journal universel d'électricité.""","Electric lighting | Electricity","","","","","text | still image","Periodicals","b12047961","","VGA+ (Lumière électrique)","","","","","","15154087","53. v. : ill. ; 1879-1894.","","s.n.","Paris",1,"http://digitalcollections.nypl.org/collections/c9a3e890-c606-012f-2d5a-58d385a7bc34"
"f80f9e70-c606-012f-02ae-58d385a7bc34",27683,"A souvenir of Shakespeare's The merchant of Venice : as presented by David Belasco at the Lyceum Theatre, New York, December 21, 1922.","","Belasco, David (1853-1931) | New York Public Library | Shakespeare, William, 1564-1616. Merchant of Venice | Shakespeare, William, 1564-1616","1923",1923,"","","","General Note: Plates accompanied by guard sheets with descriptive letterpress; guard sheets included in pagination.","","Shakespeare, William, 1564-1616. Merchant of Venice | Shakespeare, William, 1564-1616","","","","","","b14612838","","*NDB+ (Belasco, D. Souvenir of Shakespeare's The merchant of Venice)","","","","","","31460067","173 p. : ill. ; 31 cm.","","Printed privately","New York",2,"http://digitalcollections.nypl.org/collections/f80f9e70-c606-012f-02ae-58d385a7bc34"
"f9cee5a0-c606-012f-a9bf-58d385a7bc34",27685,"Father Abraham's speech to a great number of people, at a vendue of merchant-goods; introduced to the publick by Poor Richard [pseud.] ... in answer to the following questions. Pray, Father Abraham, what think you of the times? Won't these heavy taxes quite ruin the country? How shall we be ever able to pay them? What would you advise us to?","Father Abraham's speech to a great number of people, at a vendue of merchant-goods; introduced to the publick by Poor Richard [pseud.] ... in answer to the following questions. Pray, Father Abraham, what think you of the times? Won't these heavy taxes quite ruin the country? How shall we be ever able to pay them? What would you advise us to?","Mecom, Benjamin, 1732-ca. 1776 | Franklin, Benjamin, 1706-1790","1760",1760,"","English","","General Note: Signed and dated: Richard Saunders. July 7, 1757.","","","","","","","Pamphlets","b14529676","","*KD 1760 (Franklin, B. Father Abraham's speech to a great number of people)","","","","","","43743563","16 p. front. 8vo.","","Printed and sold by B. Mecom","Boston",2,"http://digitalcollections.nypl.org/collections/f9cee5a0-c606-012f-a9bf-58d385a7bc34"
"03fbc8c0-c607-012f-4e44-58d385a7bc34",27695,"Camera work: a photographic quarterly","","Stieglitz, Alfred, 1864-1946","1969",1903,1917,"English","","Numbering Peculiarities Note: Nos. 34/35 (Apr./July 1911) published in 1 no.; nos. 42/43 (Apr./July 1913) published in 1 no.; no. 44-47 (Oct. 1913-July 1914) published in Mar., June, Oct. 1914 and Jan. 1915 respectively; no. 48 published in Oct. 1916; no. 49/50 published in June 1917.","Photography | Periodicals | Photography, Artistic","","","","","text | still image","Periodicals","b11323208","","*R-Photo 90-2903","","","","","","NYPG90-S1890","50 nos. in 6 v. : ill. ; 30 cm.","Reprints (Publications)","Kraus Reprint","Nendeln, Liechtenstein",3,"http://digitalcollections.nypl.org/collections/03fbc8c0-c607-012f-4e44-58d385a7bc34"
"1c64b090-c607-012f-0268-58d385a7bc34",27720,"Éclaircissemens sur l'inscription grecque du monument trouvé ą Rosette, contenant un décret des prźtres de L'Égypte en l'honneur de Prolémée Épiphane, le cinquičme des rois Ptolémées","","Ameilhon, Hubert-Pascal (1730-1811)","1803",1803,"","","","Statement of Responsibility Note: par le citoyen Ameilhon.","Antiquities","","Egypt","","","still image","","b14066762","","*OBNA (Ameilhon, H. P. Éclaircissemens sur l'Inscription grecque du monument trouvé à Rosette)(Locked cage)","","","","","","11471301","121 p. : fold. plate ; 27 cm.","","Baudouin, Imprimeur de L'Institut national","Paris",2,"http://digitalcollections.nypl.org/collections/1c64b090-c607-012f-0268-58d385a7bc34"
"20f801c0-c607-012f-3084-58d385a7bc34",27728,"Leopold Morse Goulston baseball collection in memory of Leo J. Bondy.","Leopold Morse Goulston baseball collection in memory of Leo J. Bondy.","",1880,1880,1910,"","","General Note: 1. Individual portraits, Old Judge, etc.--2. Misc. photographs, prints, score cards, etc.--3. Individual portraits, Sporting news.--4. Individual portraits, Sporting news.--5. Mounted cigarette portraits.--6. Misc. prints, photographs, score cards.--7. Large prints.--8. Misc. prints, photos, souvenir cards, centennial.--9. Misc. cartoons, prints, group portraits and sheet music.--10. Season passes designed by Charles Dana Gibson, 1930-31.","Baseball players | Portraits","","","","","","","b15284006","","Arents Goulston Baseball Collection","","","","","","","10 boxes.","","","[v.p.]",12,"http://digitalcollections.nypl.org/collections/20f801c0-c607-012f-3084-58d385a7bc34"
"3cf62030-c607-012f-0309-58d385a7bc34",27772,"The new pictorial and illustrated family magazine","","Sears, Robert, 1810-1892",1846,1846,1849,"English","","Numbering Peculiarities Note: Mutilated: v. 4 (1847) lacks p. 9-10.","","","","","","text | still image","Periodicals","b15238524","","IAG (New pictorial family magazine) Library has: v. 3-5 (1846-47, 1849)","","","","","","7587843","v. : ill. ; 26 cm.","","Robert Sears","New York",1,"http://digitalcollections.nypl.org/collections/3cf62030-c607-012f-0309-58d385a7bc34"
"3e45c340-c607-012f-f681-58d385a7bc34",27776,"The Bellman","","Edgar, William C. (William Crowell), 1856-1932",1906,1906,1919,"English","","Date/Sequential Designation Note: Vol. 1, no. 1 (July 21, 1906)-v. 26, no. 676 (June 28th, 1919) = no. 1-no. 676.","","","","","","text | still image","Periodicals","b15066825","","*DA+ (Bellman) Library has: v. 1-26, no. 676 (July 21, 1906-June 28, 1919)(Incomplete)","","","","","","1519480","26 v. : ill. ; 32 cm.","","Bellman Co.","Minneapolis, Minn.",1,"http://digitalcollections.nypl.org/collections/3e45c340-c607-012f-f681-58d385a7bc34"
"41ce2730-c607-012f-4993-58d385a7bc34",27788,"Modnoe ezhemi︠e︡si︠a︡chnoe izdanīe, ili, Biblīoteka dli︠a︡ damskago tualeta","Modnoe ezhemi︠e︡si︠a︡chnoe izdanīe, ili, Biblīoteka dli︠a︡ damskago tualeta","","1779",1779,"","Russian","","","Women's periodicals, Russian | Fashion | Women | Clothing and dress","","","","","text | still image","Periodicals","","","Slav. Reserve 85-725 [uncatalogued]","","","","","","","","","V Tip. Imperatorskago Moskovskago Universiteta","Moscow",1,"http://digitalcollections.nypl.org/collections/41ce2730-c607-012f-4993-58d385a7bc34"
"44322700-c607-012f-9ad3-58d385a7bc34",27795,"William N. and Isabele T. Spiller photograph collection.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/44322700-c607-012f-9ad3-58d385a7bc34"
